44.4341385,26.0994483
44.4363986,26.0993012
44.4366339,26.0991767
44.4365171,26.0993759
44.4488529,26.0820326
44.445136,26.100066
44.4431454,26.1023141
44.4377699,26.1100419
44.4383224,26.1115519
44.4391776,26.1121284
44.4391726,26.1120352
44.4470852,26.1057338
44.4301378,26.1053226
44.4301378,26.1053226
44.43030299999999,26.1056796
44.43036,26.1059182
44.4221046,26.0616708
44.4981373,26.0256779
44.430846,26.1040509
44.43022209999999,26.1050282
44.43023770000001,26.1050026
44.4299547,26.1052163
44.4299319,26.1052701
44.4299306,26.1054917
44.437754,26.102009
44.4443428,26.0933026
44.4369611,26.0997375
44.4326673,26.1029408
44.4326832,26.1027583
44.4326642,26.1026788
44.4321979,26.1018716
44.432191,26.1017429
44.4322949,26.1025758
44.4403301,26.1106467
44.457188,26.0955784
44.447425,26.082413
44.4414721,26.1024467
44.4414237,26.1050652
44.4416375,26.104708
44.44171970000001,26.1048927
44.4478032,26.0963305
44.4485857,26.0965805
44.43627009999999,26.1085492
44.4333726,26.1173711
44.4432189,26.1206779
44.4434786,26.0780922
44.4433565,26.0782592
44.4434561,26.0782948
44.4439998,26.080161
44.4366872,26.1078762
44.4373653,26.1115556
44.4375064,26.1121783
44.4378155,26.1136246
44.4378567,26.1156873
44.4267674,26.1025384
44.4790271,26.0377907
44.4337148,26.1043725
44.4346652,26.1067267
44.4446978,26.0728745
44.4450081,26.0716034
44.429435,26.0941497
44.4318744,26.1098701
44.433363,26.078194
44.4446606,26.0967213
44.4443251,26.095839
44.4468933,26.1000675
44.446821,26.1011077
44.4452749,26.1106384
44.4494159,26.0976009
44.436744,26.1068488
44.4371819,26.1063036
44.4349604,26.1060717
44.4414704,26.1199976
44.4416519,26.1235188
44.4436395,26.1010931
44.4443722,26.10091
44.43380699999999,26.099528
44.4334991,26.0956698
44.44656459999999,26.1068774
44.433886,26.095918
44.4416614,26.0970109
44.42089259999999,26.0929995
44.4327028,26.0987114
44.4426545,26.1263123
44.46184400000001,26.1010412
44.44151919999999,26.127736
44.430725,26.0971997
44.430763,26.0973588
44.4303414,26.0994734
44.4306788,26.0977027
44.4303616,26.0987623
44.4309293,26.1027299
44.4311263,26.1029077
44.431011,26.1024749
44.43038139999999,26.1021776
44.4430317,26.0967703
44.4438587,26.0987383
44.4449597,26.0974863
44.444693,26.0974537
44.4413886,26.0999431
44.44942,26.088991
44.4495076,26.0895836
44.3981059,26.0959218
44.4376808,26.0874165
44.4379806,26.086281
44.4380143,26.0854613
44.4386275,26.0843888
44.4389009,26.0838311
44.4384866,26.0838476
44.4386529,26.0836172
44.4389308,26.0827022
44.4443923,26.0871074
44.4443073,26.0865348
44.4455508,26.0822793
44.4458499,26.0809211
44.4458845,26.0807743
44.4724197,26.0495323
44.4295384,26.1007879
44.4346481,26.1069537
44.44889149999999,26.0818942
44.4502144,26.0752485
44.4214876,26.101292
44.43041150000001,26.0973798
44.441724,26.1258469
44.4407505,26.1262915
44.4407359,26.126296
44.4335349,26.0948494
44.4374794,26.0945286
44.4374794,26.0945286
44.4380782,26.0934735
44.4373665,26.0996266
44.437568,26.0992757
44.4372936,26.0969005
44.4267674,26.1025384
44.4419565,26.1056964
44.4375194,26.109401
44.4344167,26.1064145
44.4390371,26.1052481
44.4398367,26.1051085
44.4415607,26.1043417
44.4417569,26.1042827
44.4267674,26.1025384
44.4326365,26.0770837
44.4440216,26.0985899
44.4308414,26.1183778
44.450458,26.0903409
44.4488077,26.0800542
44.4323807,26.0980608
44.432561,26.0981979
44.4322244,26.1001919
44.432106,26.0999786
44.43203889999999,26.1011066
44.4319198,26.1011849
44.4319674,26.1017522
44.4319563,26.1019546
44.431984,26.1041595
44.43194889999999,26.1029805
44.4332947,26.0928348
44.452977,26.120431
44.4533239,26.1203851
44.4402194,26.1088813
44.4424491,26.1110934
44.45462930000001,26.0933874
44.437912,26.115582
44.437428,26.115542
44.4374431,26.1144772
44.4419644,26.1070554
44.4421122,26.1111332
44.4306384,26.1127592
44.4383239,26.1249401
44.4474845,26.1017954
44.4454873,26.1168472
44.4447731,26.1178023
44.43250829999999,26.0949756
44.434438,26.0859853
44.4343616,26.0852736
44.4343829,26.0846931
44.4347998,26.0848299
